,security_name,industry_sector,id_isin,crncy,3mo_put_imp_vol
6762 JP Equity,TDK Corp,Industrial,JP3538800008,JPY,
6098 JP Equity,Recruit Holdings Co Ltd,"Consumer, Non-cyclical",JP3970300004,JPY,
LISP SW Equity,Chocoladefabriken Lindt & Spru,"Consumer, Non-cyclical",CH0010570767,CHF,16.55342579743738
GIVN SW Equity,Givaudan SA,Basic Materials,CH0010645932,CHF,19.222056266864307
LIN GY Equity,Linde PLC,Basic Materials,IE000S9YS762,EUR,
MAERSKB DC Equity,AP Moller - Maersk A/S,Industrial,DK0010244508,DKK,39.931422194200294
PGHN SW Equity,Partners Group Holding AG,Financial,CH0024608827,CHF,22.461541597626212
VACN SW Equity,VAT Group AG,Industrial,CH0311864901,CHF,33.41634670998611
SLHN SW Equity,Swiss Life Holding AG,Financial,CH0014852781,CHF,16.019882731819727
VOW GY Equity,Volkswagen AG,"Consumer, Cyclical",DE0007664005,EUR,23.85539820768964
ADYEN NA Equity,Adyen NV,"Consumer, Non-cyclical",NL0012969182,EUR,45.31966521659641
ZURVY US Equity,Zurich Insurance Group AG,Financial,US9898251049,USD,
SCMN SW Equity,Swisscom AG,Communications,CH0008742519,CHF,13.489397885649526
SHG US Equity,Shinhan Financial Group Co Ltd,Financial,US8245961003,USD,41.68555950983958
ASM NA Equity,ASM International NV,Technology,NL0000334118,EUR,40.16685627507216
LONN SW Equity,Lonza Group AG,"Consumer, Non-cyclical",CH0013841017,CHF,26.643299474360266
AENA SM Equity,Aena SME SA,Industrial,ES0105046009,EUR,16.826204659747752
ZURN SW Equity,Zurich Insurance Group AG,Financial,CH0011075394,CHF,14.134075841933067
BOSS GY Equity,HUGO BOSS AG,"Consumer, Cyclical",DE000A1PHFF7,EUR,35.20876192755256
SIKA SW Equity,Sika AG,Industrial,CH0418792922,CHF,22.053719804971355
CON GY Equity,Continental AG,"Consumer, Cyclical",DE0005439004,EUR,28.968233758865846
MUV2 GY Equity,Muenchener Rueckversicherungs-,Financial,DE0008430026,EUR,20.096071345907053
AVOL SW Equity,Avolta AG,"Consumer, Cyclical",CH0023405456,CHF,26.756459486898937
RACE IM Equity,Ferrari NV,"Consumer, Cyclical",NL0011585146,EUR,25.21766412599052
KGX GY Equity,KION Group AG,Industrial,DE000KGX8881,EUR,35.78125881094521
AFX GY Equity,Carl Zeiss Meditec AG,"Consumer, Non-cyclical",DE0005313704,EUR,35.48980724058031
TEMN SW Equity,Temenos AG,Technology,CH0012453913,CHF,39.66178408253107
ELISA FH Equity,Elisa Oyj,Communications,FI0009007884,EUR,16.918998615045304
DSV DC Equity,DSV A/S,Industrial,DK0060079531,DKK,28.869355414300358
LPL US Equity,LG Display Co Ltd,Industrial,US50186V1026,USD,55.3199119567871
BESI NA Equity,BE Semiconductor Industries NV,Technology,NL0012866412,EUR,43.48167894439035
ORA FP Equity,Orange SA,Communications,FR0000133308,EUR,17.604038016986546
DB1 GY Equity,Deutsche Boerse AG,Financial,DE0005810055,EUR,19.122996227641366
BEI GY Equity,Beiersdorf AG,"Consumer, Non-cyclical",DE0005200000,EUR,18.983763051953193
PPRUY US Equity,Kering SA,"Consumer, Cyclical",US4920891078,USD,
VIV FP Equity,Vivendi SE,Communications,FR0000127771,EUR,24.1682210770288
PUM GY Equity,Puma SE,"Consumer, Cyclical",DE0006969603,EUR,33.03567520355564
DSFIR NA Equity,DSM-Firmenich AG,Basic Materials,CH1216478797,EUR,24.37505526722547
WKL NA Equity,Wolters Kluwer NV,"Consumer, Non-cyclical",NL0000395903,EUR,17.865720685653038
ADS GY Equity,adidas AG,"Consumer, Cyclical",DE000A1EWWW0,EUR,27.09168762659564
ORSTED DC Equity,Orsted AS,Utilities,DK0060094928,DKK,37.14963697286427
ASML NA Equity,ASML Holding NV,Technology,NL0010273215,EUR,33.48527961912094
NSRGY US Equity,Nestle SA,"Consumer, Non-cyclical",US6410694060,USD,
FR FP Equity,Valeo SE,"Consumer, Cyclical",FR0013176526,EUR,40.6889466676544
EQT SS Equity,EQT AB,Financial,SE0012853455,SEK,35.22865977484273
KER FP Equity,Kering SA,"Consumer, Cyclical",FR0000121485,EUR,32.48399282036406
DTEGY US Equity,Deutsche Telekom AG,Communications,US2515661054,USD,
MC FP Equity,LVMH Moet Hennessy Louis Vuitt,"Consumer, Cyclical",FR0000121014,EUR,25.26145602047706
HEIA NA Equity,Heineken NV,"Consumer, Non-cyclical",NL0000009165,EUR,19.22099991408485
RMS FP Equity,Hermes International SCA,"Consumer, Cyclical",FR0000052292,EUR,23.333189261751702
ADEN SW Equity,Adecco Group AG,"Consumer, Non-cyclical",CH0012138605,CHF,24.219526468664736
NSISB DC Equity,Novonesis (Novozymes) B,Basic Materials,DK0060336014,DKK,22.772311798158757
SHL GY Equity,Siemens Healthineers AG,"Consumer, Non-cyclical",DE000SHL1006,EUR,23.687617065786988
BN FP Equity,Danone SA,"Consumer, Non-cyclical",FR0000120644,EUR,15.786655179476666
ALV GY Equity,Allianz SE,Financial,DE0008404005,EUR,16.289791977511182
EPIA SS Equity,Epiroc AB,Industrial,SE0015658109,SEK,21.000351614474045
OR FP Equity,L'Oreal SA,"Consumer, Non-cyclical",FR0000120321,EUR,21.124838732768325
SREN SW Equity,Swiss Re AG,Financial,CH0126881561,CHF,18.613170056044094
MRL SM Equity,Merlin Properties Socimi SA,Financial,ES0105025003,EUR,18.319037774700714
TTE FP Equity,TotalEnergies SE,Energy,FR0000120271,EUR,18.952183822962766
LSEG LN Equity,London Stock Exchange Group PL,Financial,GB00B0SWJX34,GBp,13.446551765409994
UMI BB Equity,Umicore SA,Basic Materials,BE0974320526,EUR,43.398175410208616
CFR SW Equity,Cie Financiere Richemont SA,"Consumer, Cyclical",CH0210483332,CHF,23.476410965421167
ACA FP Equity,Credit Agricole SA,Financial,FR0000045072,EUR,21.920931867384706
BNP FP Equity,BNP Paribas SA,Financial,FR0000131104,EUR,22.814589251900617
CS FP Equity,AXA SA,Financial,FR0000120628,EUR,18.963960020530404
AMS SM Equity,Amadeus IT Group SA,"Consumer, Cyclical",ES0109067019,EUR,21.48753097418829
FRE GY Equity,Fresenius SE & Co KGaA,"Consumer, Non-cyclical",DE0005785604,EUR,25.530344488981477
UMG NA Equity,Universal Music Group NV,"Consumer, Cyclical",NL0015000IY2,EUR,26.385364409891903
CRH LN Equity,CRH PLC,Industrial,IE0001827041,GBp,28.01085966075037
VOW3 GY Equity,Volkswagen AG,"Consumer, Cyclical",DE0007664039,EUR,21.96243206743766
1COV GY Equity,Covestro AG,Basic Materials,DE0006062144,EUR,26.17349041397125
ROG SW Equity,Roche Holding AG,"Consumer, Non-cyclical",CH0012032048,CHF,19.58969713983692
SAN FP Equity,Sanofi SA,"Consumer, Non-cyclical",FR0000120578,EUR,23.97572050960767
BMW GY Equity,Bayerische Motoren Werke AG,"Consumer, Cyclical",DE0005190003,EUR,22.461540093647773
SIE GY Equity,Siemens AG,Industrial,DE0007236101,EUR,23.23745028474233
RKT LN Equity,Reckitt Benckiser Group PLC,"Consumer, Non-cyclical",GB00B24CGK77,GBp,24.52242963575181
EL FP Equity,EssilorLuxottica SA,"Consumer, Non-cyclical",FR0000121667,EUR,21.30943242358581
SIGN SW Equity,SIG Group AG,Industrial,CH0435377954,CHF,23.46165772292012
IMB LN Equity,Imperial Brands PLC,"Consumer, Non-cyclical",GB0004544929,GBp,17.42443158674079
DTG GY Equity,Daimler Truck Holding AG,"Consumer, Cyclical",DE000DTR0CK8,EUR,25.350453433025667
NVS US Equity,Novartis AG,"Consumer, Non-cyclical",US66987V1098,USD,18.506182094804178
HOLN SW Equity,Holcim AG,Industrial,CH0012214059,CHF,19.546845426645934
AZN LN Equity,AstraZeneca PLC,"Consumer, Non-cyclical",GB0009895292,GBp,19.935349087576686
DG FP Equity,Vinci SA,Industrial,FR0000125486,EUR,22.05899196958946
PHIA NA Equity,Koninklijke Philips NV,"Consumer, Non-cyclical",NL0000009538,EUR,28.273827504274507
SU FP Equity,Schneider Electric SE,Industrial,FR0000121972,EUR,24.55641598269821
TTE US Equity,TotalEnergies SE,Energy,US89151E1091,USD,21.701759689540335
SAP GY Equity,SAP SE,Technology,DE0007164600,EUR,25.721406418085735
CAP FP Equity,Capgemini SE,Technology,FR0000125338,EUR,25.070890859697165
ABI BB Equity,Anheuser-Busch InBev SA/NV,"Consumer, Non-cyclical",BE0974293251,EUR,19.869438599620004
AD NA Equity,Koninklijke Ahold Delhaize NV,"Consumer, Non-cyclical",NL0011794037,EUR,17.108397126814793
UU/ LN Equity,United Utilities Group PLC,Utilities,GB00B39J2M42,GBp,22.92301385908396
DSY FP Equity,Dassault Systemes SE,Technology,FR0014003TT8,EUR,25.523365735340104
ASSAB SS Equity,Assa Abloy AB,Industrial,SE0007100581,SEK,17.62093345542631
CLNX SM Equity,Cellnex Telecom SA,Industrial,ES0105066007,EUR,27.510071040559282
SN/ LN Equity,Smith & Nephew PLC,"Consumer, Non-cyclical",GB0009223206,GBp,24.82610721235023
SGRO LN Equity,Segro PLC,Financial,GB00B5ZN1N88,GBp,21.816736080196446
RIO LN Equity,Rio Tinto PLC,Basic Materials,GB0007188757,GBp,22.09787809863948
VNA GY Equity,Vonovia SE,Financial,DE000A1ML7J1,EUR,32.20723130368297
LAND LN Equity,Land Securities Group PLC,Financial,GB00BYW0PQ60,GBp,22.273982009036008
BAS GY Equity,BASF SE,Basic Materials,DE000BASF111,EUR,22.236705159273928
BLND LN Equity,British Land Co PLC/The,Financial,GB0001367019,GBp,24.133379021744506
GFC FP Equity,Gecina SA,Financial,FR0010040865,EUR,22.566160226628558
NOVOB DC Equity,Novo Nordisk A/S,"Consumer, Non-cyclical",DK0062498333,DKK,28.583165022933727
ITX SM Equity,Industria de Diseno Textil SA,"Consumer, Cyclical",ES0148396007,EUR,23.320173695020664
ENGI FP Equity,Engie SA,Utilities,FR0010208488,EUR,18.269092834857446
DHL GY Equity,Deutsche Post AG,Industrial,DE0005552004,EUR,20.345645678385203
VWS DC Equity,Vestas Wind Systems A/S,Energy,DK0061539921,DKK,37.060112445674356
VIE FP Equity,Veolia Environnement SA,Utilities,FR0000124141,EUR,21.588601575779613
CPG LN Equity,Compass Group PLC,"Consumer, Cyclical",GB00BD6K4575,GBp,17.432880475749158
RHHBY US Equity,Roche Holding AG,"Consumer, Non-cyclical",US7711951043,USD,
STMMI IM Equity,STMicroelectronics NV,Technology,NL0000226223,EUR,32.30588489101094
ABBN SW Equity,ABB Ltd,Industrial,CH0012221716,CHF,19.72480775354339
VOLVB SS Equity,Volvo AB,"Consumer, Cyclical",SE0000115446,SEK,24.031102454129634
MT NA Equity,ArcelorMittal SA,Basic Materials,LU1598757687,EUR,27.71394758221713
BAYN GY Equity,Bayer AG,"Consumer, Non-cyclical",DE000BAY0017,EUR,29.53773302353666
NOVN SW Equity,Novartis AG,"Consumer, Non-cyclical",CH0012005267,CHF,16.420670947358953
SNY US Equity,Sanofi SA,"Consumer, Non-cyclical",US80105N1054,USD,24.437522925981387
BATS LN Equity,British American Tobacco PLC,"Consumer, Non-cyclical",GB0002875804,GBp,18.122684261396433
AAL LN Equity,Anglo American PLC,Basic Materials,GB00B1XZS820,GBp,30.38731297669865
DGE LN Equity,Diageo PLC,"Consumer, Non-cyclical",GB0002374006,GBp,20.731757397712585
ULVR LN Equity,Unilever PLC,"Consumer, Non-cyclical",GB00B10RZP78,GBp,15.566196414868777
ATCOA SS Equity,Atlas Copco AB,Industrial,SE0017486889,SEK,23.349851031375692
NESN SW Equity,Nestle SA,"Consumer, Non-cyclical",CH0038863350,CHF,14.478755355747028
NDA SS Equity,Nordea Bank Abp,Financial,FI4000297767,SEK,19.449630264775937
MBG GY Equity,Mercedes-Benz Group AG,"Consumer, Cyclical",DE0007100000,EUR,21.344500870461076
SHEL US Equity,Shell PLC,Energy,US7802593050,USD,16.529316859769118
CPR IM Equity,Davide Campari-Milano NV,"Consumer, Non-cyclical",NL0015435975,EUR,26.18329157681875
IFX GY Equity,Infineon Technologies AG,Technology,DE0006231004,EUR,32.9381535919538
NVO US Equity,Novo Nordisk A/S,"Consumer, Non-cyclical",US6701002056,USD,31.921596385035162
SHELL NA Equity,Shell PLC,Energy,GB00BP6MXD84,EUR,16.03783761151594
PRU LN Equity,Prudential PLC,Financial,GB0007099541,GBp,29.87155821602417
UBSG SW Equity,UBS Group AG,Financial,CH0244767585,CHF,23.153642981229787
AV/ LN Equity,Aviva PLC,Financial,GB00BPQY8M80,GBp,22.568573635631225
GSK LN Equity,GSK PLC,"Consumer, Non-cyclical",GB00BN7SWP63,GBp,21.182241488942516
BP US Equity,BP PLC,Energy,US0556221044,USD,20.98153347397976
DBK GY Equity,Deutsche Bank AG,Financial,DE0005140008,EUR,28.290810524146693
SHEL LN Equity,Shell PLC,Energy,GB00BP6MXD84,GBp,15.856172466722809
DTE GY Equity,Deutsche Telekom AG,Communications,DE0005557508,EUR,13.834933124632808
EDP PL Equity,EDP,Utilities,PTEDP0AM0009,EUR,
INGA NA Equity,ING Groep NV,Financial,NL0011821202,EUR,21.5390042679151
KPN NA Equity,Koninklijke KPN NV,Communications,NL0000009082,EUR,13.164882577584144
UCG IM Equity,UniCredit SpA,Financial,IT0005239360,EUR,27.08320501635994
TW/ LN Equity,Taylor Wimpey PLC,"Consumer, Cyclical",GB0008782301,GBp,22.43955123708912
NOKIA FH Equity,Nokia Oyj,Communications,FI0009000681,EUR,31.860760014691337
NG/ LN Equity,National Grid PLC,Utilities,GB00BDR05C01,GBp,17.287110678840513
BT/A LN Equity,BT Group PLC,Communications,GB0030913577,GBp,31.54963887316386
HSBA LN Equity,HSBC Holdings PLC,Financial,GB0005405286,GBp,19.103584931976062
ENEL IM Equity,Enel SpA,Utilities,IT0003128367,EUR,16.769039680733055
BP/ LN Equity,BP PLC,Energy,GB0007980591,GBp,20.5016517373274
SAN SM Equity,Banco Santander SA,Financial,ES0113900J37,EUR,24.33983778240513
BARC LN Equity,Barclays PLC,Financial,GB0031348658,GBp,27.421999818797303
VOD LN Equity,Vodafone Group PLC,Communications,GB00BH4HKS39,GBp,25.22958078087229
ISP IM Equity,Intesa Sanpaolo SpA,Financial,IT0000072618,EUR,20.275524412992386
LLOY LN Equity,Lloyds Banking Group PLC,Financial,GB0008706128,GBp,22.68887801787774
SWAV US Equity,Shockwave Medical Inc,"Consumer, Non-cyclical",US82489T1043,USD,
BRK/A US Equity,Berkshire Hathaway Inc,Financial,US0846701086,USD,
ESLOY US Equity,EssilorLuxottica SA,"Consumer, Non-cyclical",US2972842007,USD,
VIVHY US Equity,Vivendi SE,Communications,US92852T2015,USD,
CGEMY US Equity,Capgemini SE,Technology,US13961R1005,USD,
DASTY US Equity,Dassault Systemes SE,Technology,US2375451083,USD,
LRLCY US Equity,L'Oreal SA,"Consumer, Non-cyclical",US5021172037,USD,
BKNG US Equity,Booking Holdings Inc,Communications,US09857L1089,USD,24.659249503456966
VCISY US Equity,Vinci SA,Industrial,US9273201015,USD,
SBGSY US Equity,Schneider Electric SE,Industrial,US80687P1066,USD,
LVMUY US Equity,LVMH Moet Hennessy Louis Vuitt,"Consumer, Cyclical",US5024413065,USD,
MELI US Equity,MercadoLibre Inc,Communications,US58733R1023,USD,35.533659470660425
PI US Equity,Impinj Inc,Technology,US4532041096,USD,59.55406791570326
ABBNY US Equity,ABB Ltd,Industrial,US0003752047,USD,
EQIX US Equity,Equinix Inc,Financial,US29444U7000,USD,27.05946797742867
BLK US Equity,BlackRock Inc,Financial,US09247X1019,USD,19.33180868350187
MTH US Equity,Meritage Homes Corp,"Consumer, Cyclical",US59001A1025,USD,34.10522600748019
HUBS US Equity,HubSpot Inc,Technology,US4435731009,USD,43.25184058436318
FNV US Equity,Franco-Nevada Corp,Basic Materials,CA3518581051,USD,27.069006220115032
VMC US Equity,Vulcan Materials Co,Industrial,US9291601097,USD,25.383113633049653
KLAC US Equity,KLA Corp,Technology,US4824801009,USD,40.350490906339815
ULTA US Equity,Ulta Beauty Inc,"Consumer, Cyclical",US90384S3031,USD,33.24817587117384
SNPS US Equity,Synopsys Inc,Technology,US8716071076,USD,33.72915157501378
EPAM US Equity,EPAM Systems Inc,Technology,US29414B1044,USD,36.5947014661762
AGCO US Equity,AGCO Corp,Industrial,US0010841023,USD,28.810346181845347
ALGN US Equity,Align Technology Inc,"Consumer, Non-cyclical",US0162551016,USD,45.90944919951802
AP-U CN Equity,Allied Properties Real Estate,Financial,CA0194561027,CAD,28.286463220330255
ASML US Equity,ASML Holding NV,Technology,USN070592100,USD,37.738791624748835
GMED US Equity,Globus Medical Inc,"Consumer, Non-cyclical",US3795772082,USD,32.183542975081814
ROK US Equity,Rockwell Automation Inc,Industrial,US7739031091,USD,28.36474699104507
SYK US Equity,Stryker Corp,"Consumer, Non-cyclical",US8636671013,USD,20.926418182208558
BIIB US Equity,Biogen Inc,"Consumer, Non-cyclical",US09062X1037,USD,30.44859134108309
SPGI US Equity,S&P Global Inc,"Consumer, Non-cyclical",US78409V1044,USD,18.662497854036324
VEEV US Equity,Veeva Systems Inc,Technology,US9224751084,USD,32.121150040377735
NOW US Equity,ServiceNow Inc,Technology,US81762P1021,USD,32.71013862803347
HCA US Equity,HCA Healthcare Inc,"Consumer, Non-cyclical",US40412C1018,USD,27.671312113895663
REI-U CN Equity,RioCan Real Estate Investment,Financial,CA7669101031,CAD,14.491129058636862
CLX US Equity,Clorox Co/The,"Consumer, Non-cyclical",US1890541097,USD,22.794401599540304
STZ US Equity,Constellation Brands Inc,"Consumer, Non-cyclical",US21036P1084,USD,18.859742071353512
WPM US Equity,Wheaton Precious Metals Corp,Basic Materials,CA9628791027,USD,30.824371768443005
TOL US Equity,Toll Brothers Inc,"Consumer, Cyclical",US8894781033,USD,34.836190646917494
BG US Equity,Bunge Global SA,"Consumer, Non-cyclical",CH1300646267,USD,24.83010306026523
IQV US Equity,IQVIA Holdings Inc,"Consumer, Non-cyclical",US46266C1053,USD,28.71023786338946
ISRG US Equity,Intuitive Surgical Inc,"Consumer, Non-cyclical",US46120E6023,USD,28.17635115991485
DLR US Equity,Digital Realty Trust Inc,Financial,US2538681030,USD,24.6631073071186
TEAM US Equity,Atlassian Corp,Technology,US0494681010,USD,48.45222137112154
CDNS US Equity,Cadence Design Systems Inc,Technology,US1273871087,USD,32.76532157638091
INTU US Equity,Intuit Inc,Technology,US4612021034,USD,27.419952708409795
OKTA US Equity,Okta Inc,Communications,US6792951054,USD,42.841176528134746
HLT US Equity,Hilton Worldwide Holdings Inc,"Consumer, Cyclical",US43300A2033,USD,21.845463692849684
SPG US Equity,Simon Property Group Inc,Financial,US8288061091,USD,21.48374739739426
NXPI US Equity,NXP Semiconductors NV,Technology,NL0009538784,USD,34.25593774322573
RIO US Equity,Rio Tinto PLC,Basic Materials,US7672041008,USD,19.871315862776704
COST US Equity,Costco Wholesale Corp,"Consumer, Cyclical",US22160K1051,USD,21.464528947825066
ALA CN Equity,AltaGas Ltd,Utilities,CA0213611001,CAD,15.055367565550688
TMO US Equity,Thermo Fisher Scientific Inc,"Consumer, Non-cyclical",US8835561023,USD,23.486697590031326
TER US Equity,Teradyne Inc,Technology,US8807701029,USD,39.69195665169658
GS US Equity,Goldman Sachs Group Inc/The,Financial,US38141G1040,USD,22.537293295079543
AMT US Equity,American Tower Corp,Financial,US03027X1000,USD,23.71454266444626
NDAQ US Equity,Nasdaq Inc,Financial,US6311031081,USD,19.840140427213434
JNPR US Equity,Juniper Networks Inc,Communications,US48203R1041,USD,25.720235399779266
DD US Equity,DuPont de Nemours Inc,Basic Materials,US26614N1028,USD,20.865574938270015
CF US Equity,CF Industries Holdings Inc,Basic Materials,US1252691001,USD,28.32853613842161
DHI US Equity,DR Horton Inc,"Consumer, Cyclical",US23331A1097,USD,32.32750689410589
UNP US Equity,Union Pacific Corp,Industrial,US9078181081,USD,18.645036840106698
CG US Equity,Carlyle Group Inc/The,Financial,US14316J1088,USD,31.888581820192062
ANET US Equity,Arista Networks Inc,Communications,US0404131064,USD,45.05826267782265
ZS US Equity,Zscaler Inc,Technology,US98980G1022,USD,42.352439555724
DAR US Equity,Darling Ingredients Inc,"Consumer, Non-cyclical",US2372661015,USD,45.962465731104885
AMGN US Equity,Amgen Inc,"Consumer, Non-cyclical",US0311621009,USD,23.602765694413844
SAN US Equity,Banco Santander SA,Financial,US05964H1059,USD,26.27764627689757
ZTS US Equity,Zoetis Inc,"Consumer, Non-cyclical",US98978V1035,USD,24.627305476383185
COF US Equity,Capital One Financial Corp,Financial,US14040H1059,USD,27.82465235324513
TWLO US Equity,Twilio Inc,Technology,US90138F1021,USD,38.24867973292476
LULU US Equity,Lululemon Athletica Inc,"Consumer, Cyclical",US5500211090,USD,37.25553302532171
FDX US Equity,FedEx Corp,Industrial,US31428X1063,USD,25.4562953854134
ICE US Equity,Intercontinental Exchange Inc,Financial,US45866F1049,USD,13.904280179333755
MPC US Equity,Marathon Petroleum Corp,Energy,US56585A1025,USD,29.056058598265206
BX US Equity,Blackstone Inc,Financial,US09260D1072,USD,27.70345999566077
MA US Equity,Mastercard Inc,Financial,US57636Q1040,USD,19.299111994504333
NFLX US Equity,Netflix Inc,Communications,US64110L1061,USD,37.7337382931257
AXP US Equity,American Express Co,Financial,US0258161092,USD,24.721527741283687
ADI US Equity,Analog Devices Inc,Technology,US0326541051,USD,28.073341574528417
X US Equity,United States Steel Corp,Basic Materials,US9129091081,USD,38.46710781286627
LLY US Equity,Eli Lilly & Co,"Consumer, Non-cyclical",US5324571083,USD,28.589956993230143
EL US Equity,Estee Lauder Cos Inc/The,"Consumer, Non-cyclical",US5184391044,USD,40.825763487386254
SWKS US Equity,Skyworks Solutions Inc,Technology,US83088M1027,USD,36.798697417484796
LOW US Equity,Lowe's Cos Inc,"Consumer, Cyclical",US5486611073,USD,24.133070686007816
DXCM US Equity,Dexcom Inc,"Consumer, Non-cyclical",US2521311074,USD,39.79207613530999
PANW US Equity,Palo Alto Networks Inc,Communications,US6974351057,USD,36.624865325400215
UA US Equity,Under Armour Inc,"Consumer, Cyclical",US9043112062,USD,46.66453839232722
VLO US Equity,Valero Energy Corp,Energy,US91913Y1001,USD,30.507832564864295
WOLF US Equity,Wolfspeed Inc,Technology,US9778521024,USD,81.65516583200183
LEVI US Equity,Levi Strauss & Co,"Consumer, Cyclical",US52736R1023,USD,34.253448839913695
NET US Equity,Cloudflare Inc,Technology,US18915M1071,USD,52.01598662185252
BBWI US Equity,Bath & Body Works Inc,"Consumer, Cyclical",US0708301041,USD,40.44201308013081
MET US Equity,MetLife Inc,Financial,US59156R1086,USD,18.976677741739838
INVH US Equity,Invitation Homes Inc,Financial,US46187W1071,USD,18.584610338586526
ZM US Equity,Zoom Video Communications Inc,Technology,US98980L1017,USD,33.83671155266248
CAT US Equity,Caterpillar Inc,Industrial,US1491231015,USD,27.102131153066207
ALB US Equity,Albemarle Corp,Basic Materials,US0126531013,USD,54.19964367481158
CTVA US Equity,Corteva Inc,"Consumer, Non-cyclical",US22052L1044,USD,27.94253736560509
PSTG US Equity,Pure Storage Inc,Technology,US74624M1027,USD,46.059822172069545
HD US Equity,Home Depot Inc/The,"Consumer, Cyclical",US4370761029,USD,22.69945786631916
MCD US Equity,McDonald's Corp,"Consumer, Cyclical",US5801351017,USD,19.90641849614824
MMM US Equity,3M Co,Industrial,US88579Y1010,USD,25.257688308702907
ABNB US Equity,Airbnb Inc,Communications,US0090661010,USD,34.96372120758944
APTV US Equity,Aptiv PLC,"Consumer, Cyclical",JE00B783TY65,USD,37.80417908827503
DDOG US Equity,Datadog Inc,Technology,US23804L1035,USD,41.95426086685244
ENPH US Equity,Enphase Energy Inc,Energy,US29355A1079,USD,66.95825816866996
BRK/B US Equity,Berkshire Hathaway Inc,Financial,US0846707026,USD,15.899871471364719
UPS US Equity,United Parcel Service Inc,Industrial,US9113121068,USD,25.963058573367405
TXN US Equity,Texas Instruments Inc,Technology,US8825081040,USD,26.655409864507018
ACN US Equity,Accenture PLC,Technology,IE00B4BNMY34,USD,24.29514785723194
ILMN US Equity,Illumina Inc,"Consumer, Non-cyclical",US4523271090,USD,46.76393333771651
APP US Equity,AppLovin Corp,Technology,US03831W1080,USD,58.01668506185348
ADBE US Equity,Adobe Inc,Technology,US00724F1012,USD,30.013686685326498
S US Equity,SentinelOne Inc,Technology,US81730H1095,USD,50.86173866387739
WDC US Equity,Western Digital Corp,Technology,US9581021055,USD,41.06940401466087
UNH US Equity,UnitedHealth Group Inc,"Consumer, Non-cyclical",US91324P1021,USD,21.552156053923206
ONON US Equity,On Holding AG,"Consumer, Cyclical",CH1134540470,USD,46.53452205958916
M US Equity,Macy's Inc,"Consumer, Cyclical",US55616P1049,USD,47.63086040382837
O US Equity,Realty Income Corp,Financial,US7561091049,USD,16.902947564979886
DOW US Equity,Dow Inc,Basic Materials,US2605571031,USD,20.418598668588313
AMAT US Equity,Applied Materials Inc,Technology,US0382221051,USD,38.103772981902104
RBLX US Equity,ROBLOX Corp,Technology,US7710491033,USD,48.717278969118944
AVGO US Equity,Broadcom Inc,Technology,US11135F1012,USD,38.53480117328918
MS US Equity,Morgan Stanley,Financial,US6174464486,USD,21.648391218631442
TJX US Equity,TJX Cos Inc/The,"Consumer, Cyclical",US8725401090,USD,18.303374467473745
WMB US Equity,Williams Cos Inc/The,Energy,US9694571004,USD,19.005912728822434
TMUS US Equity,T-Mobile US Inc,Communications,US8725901040,USD,20.685508520501795
MCHP US Equity,Microchip Technology Inc,Technology,US5950171042,USD,33.60867220621642
GE US Equity,General Electric Co,Industrial,US3696043013,USD,32.09863124562001
CELH US Equity,Celsius Holdings Inc,"Consumer, Non-cyclical",US15118V2079,USD,66.6850740954122
ABBV US Equity,AbbVie Inc,"Consumer, Non-cyclical",US00287Y1091,USD,19.918611972901125
SQ US Equity,Block Inc,"Consumer, Non-cyclical",US8522341036,USD,50.00594424458842
PG US Equity,Procter & Gamble Co/The,"Consumer, Non-cyclical",US7427181091,USD,14.617513512901406
MDT US Equity,Medtronic PLC,"Consumer, Non-cyclical",IE00BTN1Y115,USD,19.52500309949007
MDLZ US Equity,Mondelez International Inc,"Consumer, Non-cyclical",US6092071058,USD,17.8449048224035
JNJ US Equity,Johnson & Johnson,"Consumer, Non-cyclical",US4781601046,USD,16.09770391496427
BEKE US Equity,KE Holdings Inc,Financial,US4824971042,USD,43.611528585753575
TDOC US Equity,Teladoc Health Inc,"Consumer, Non-cyclical",US87918A1051,USD,68.62156773118315
CRWD US Equity,Crowdstrike Holdings Inc,Technology,US22788C1053,USD,41.49137980854279
CPNG US Equity,Coupang Inc,Communications,US22266T1097,USD,37.78088179171199
AQN US Equity,Algonquin Power & Utilities Co,Utilities,CA0158571053,USD,32.90593338012695
CVX US Equity,Chevron Corp,Energy,US1667641005,USD,19.22040868589314
NEM US Equity,Newmont Corp,Basic Materials,US6516391066,USD,31.718300090341994
U US Equity,Unity Software Inc,Technology,US91332U1016,USD,75.58593671104397
OXY US Equity,Occidental Petroleum Corp,Energy,US6745991058,USD,23.124046492498408
SNOW US Equity,Snowflake Inc,Technology,US8334451098,USD,48.20857387722523
KHC US Equity,Kraft Heinz Co/The,"Consumer, Non-cyclical",US5007541064,USD,20.63821336196464
ENB CN Equity,Enbridge Inc,Energy,CA29250N1050,CAD,12.689103062186035
MFC CN Equity,Manulife Financial Corp,Financial,CA56501R1064,CAD,16.548437765544417
CRM US Equity,Salesforce Inc,Technology,US79466L3024,USD,31.174389077109506
SHOP US Equity,Shopify Inc,Communications,CA82509L1076,USD,47.81739180265544
GILD US Equity,Gilead Sciences Inc,"Consumer, Non-cyclical",US3755581036,USD,22.92688449795765
JPM US Equity,JPMorgan Chase & Co,Financial,US46625H1005,USD,19.873132134200677
